id,name,pure_name,internal_id,nickname,official_url,resplendent_url,resplendent_costume,resplendent_date,skills,skill_rarity,sex,release_date,thumb,english_name,epithet,english_epithet,description,origin,how_to_get,type,weapon_type,move_type,illustrator,cv,special_type,duo_skill,is_distributed,resplendent,rarity,rarity3,strength,weekness,recommend,hp_5,atk_5,spd_5,def_5,res_5,hp_5_lv1,atk_5_lv1,spd_5_lv1,def_5_lv1,res_5_lv1,style
370,"ピクニックレオン","|レオン|","","",https://guide.fire-emblem-heroes.com/11005008000370/,"","",,"|サラダサンド+|凶星|遠距離防御3|切り返し3|","|ウインド:4|エルウインド:4|サラダサンド:4|サラダサンド+:5|星影:4|凶星:4|遠距離防御1:4|遠距離防御2:4|遠距離防御3:4|切り返し1:4|切り返し2:4|切り返し3:5|","男",2019-04-25,S-Leo-Icon.png,Leo,"お弁当もトマト","Extra Tomatoes","暗夜王国の弟王子。突然のピクニックに。 乗り気ではない素振りだが、内心結構楽しんでいる。 (登場:『ファイアーエムブレム if』)",if,"戦渦の連戦","緑","緑魔","騎馬","|日野慎之助|","|宮野真守|","","",true,,"","星5|星4","","","",37,33,21,27,28,15,11,6,5,6,""
371,"伝承アルム","|アルム|","","",https://guide.fire-emblem-heroes.com/02001001000371/,"","",,"|月光(武器)|月光閃・承|月光閃|飛燕の一撃4|見切り・追撃効果3|始まりの鼓動3|攻撃の波・奇数3|","","男",2019-04-27,L-Alm-Icon.png,Alm,"千年王朝の聖王",Saint-King,"邪神ドーマを倒し、バレンシア統一王国を築いた リゲル帝国の皇子。後世に語り継がれる名君となった。 (登場:『ファイアーエムブレム Echoes』)",Echoes,"伝承英雄ガチャ","無","弓","歩行","|新井テル子|","|花江夏樹|","|伝承地|死闘175|ダブル|Hp3|","","",,"","星5","","","",40,37,37,26,22,18,11,11,4,3,""
372,"闇マリータ","|マリータ|","","",https://guide.fire-emblem-heroes.com/04001005000373/,"","",,"|暗黒の剣|月光|柔剣4|見切り・追撃効果3|","|暗黒の剣:5|影月:5|月光:5|柔剣1:5|柔剣2:5|柔剣3:5|柔剣4:5|見切り・追撃効果1:5|見切り・追撃効果2:5|見切り・追撃効果3:5|","女",2019-05-10,Dark-Mareeta-Icon.png,Mareeta,"魔剣に囚われし者","The Blade's Pawn","フィアナ村の領主エーヴェルの養女。 奸計によって呪いの魔剣を手にしてしまった。 (登場:『ファイアーエムブレム トラキア776』)","トラキア776","ガチャ","赤","剣","歩行",|kiyu|,"|井上麻里奈|","","","",,"","星5","","","",42,33,41,29,23,18,9,11,7,4,""
373,"闇ベルクト","|ベルクト|","","",https://guide.fire-emblem-heroes.com/02009001000374/,"","",,"|クリムヒルド|血讐|明鏡の構え4|魔防の波・奇数3|","|クリムヒルド:5|血讐:5|明鏡の構え1:5|明鏡の構え2:5|明鏡の構え3:5|明鏡の構え4:5|魔防の波・奇数1:5|魔防の波・奇数2:5|魔防の波・奇数3:5|","男",2019-05-10,Dark-Berkut-Icon.png,Berkut,"煉獄の王子","Purgatorial Prince","リゲル帝国の王族。次期皇帝と目されていたがアルムの 正体を知り絶望し、ドーマ神に恋人を捧げ力を得た。 (登場:『ファイアーエムブレム Echoes』)",Echoes,"ガチャ","青","槍","騎馬","|麻谷知世|","|鈴木達央|銀河万丈|","","","",,"","星5","","","",40,35,17,35,30,18,5,4,11,8,""
374,"闇カムイ(女)","|カムイ女|","","|闇カム子|",https://guide.fire-emblem-heroes.com/11001002000375/,"","",,"|暴乱のブレス|竜穿|攻撃速さの孤軍3|恐慌の惑乱3|","|暴乱のブレス:5|竜穿:5|攻撃速さの孤軍1:5|攻撃速さの孤軍2:5|攻撃速さの孤軍3:5|恐慌の惑乱1:5|恐慌の惑乱2:5|恐慌の惑乱3:5|","女",2019-05-10,Dark-Corrin-F-Icon.png,Corrin,"禍つ魂の慟哭","Wailing Soul","白夜・暗夜両国にまたがる数奇な運命を背負う者。 その身に秘める力の昂ぶりに翻弄される。 (登場:『ファイアーエムブレム　if』)",if,"ガチャ","無","無竜","歩行","|煎茶|","|佐藤聡美|","","","",,"","星5","","","",43,35,37,31,27,15,7,7,7,5,""
375,"闇チキ","|チキ|","","|ぼっチキ|",https://guide.fire-emblem-heroes.com/01010001000372/,"","",,"|断絶のブレス|華炎|攻撃速さの大覚醒3|奥義隊形3|ひとりぼっちのゆめ|","|断絶のブレス:5|華炎:5|攻撃速さの大覚醒1:5|攻撃速さの大覚醒2:5|攻撃速さの大覚醒3:5|奥義隊形1:5|奥義隊形2:5|奥義隊形3:5|ひとりぼっちのゆめ:5|","女",2019-05-10,Dark-Tiki-Icon.png,Tiki,"眠れる竜王女","Torpid Dragon","神竜族の王女。連れ去られたラーマン神殿で、 ガーネフに操られるまま侵入者を焼き尽くそうとする。 （登場:『ファイアーエムブレム　紋章の謎』）","紋章の謎","ガチャ","無","無竜","重装",|lack|,"|諸星すみれ|","","","",,"","星5","","","",45,36,34,37,28,17,10,10,4,6,""
376,"闇デューテ","|デューテ|","","",https://guide.fire-emblem-heroes.com/02003002000376/,"","",,"|デス|氷蒼|鬼神の一撃3|攻撃の波・偶数3|","|サンダー:4|エルサンダー:4|トロン:4|デス:5|氷華:4|鬼神の一撃1:4|鬼神の一撃2:4|鬼神の一撃3:5|攻撃の波・偶数1:4|攻撃の波・偶数2:4|攻撃の波・偶数3:4|","女",2019-05-12,F-Delthea-Icon.png,Delthea,"タタラの傀儡","Tatarrah's Puppet","森の村の魔道士。天才的な魔道の才能を持ち、それ故 ドーマ教団のタタラに目をつけられ操られてしまう。 （登場:『ファイアーエムブレム　Echoes』）",Echoes,"大英雄戦","青","青魔","歩行","|海鵜げそ|","|鈴木絵理|","","",true,,"","星4|星3","","","",41,36,33,19,28,17,10,9,4,6,""
377,"花嫁タニス","|タニス|","","",https://guide.fire-emblem-heroes.com/08009003000379/,"","",,"|フラワースタンド+|一喝+|鬼神飛燕の一撃2|攻撃の封印3|飛盾の鼓舞|",,"女",2019-05-21,Bridal-Tanith-Icon.png,Tanith,"真摯たる想い","Forthright Heart","ベグニオン帝国神使親衛隊副隊長。 やむを得ぬ事情から、花嫁の祭りに参加することに。 (登場:『ファイアーエムブレム　蒼炎の軌跡』)","蒼炎の軌跡","超英雄","青","槍","飛行","|まっつん！|","|中恵光城|","","","",,"","星5","","","",37,34,36,33,21,18,8,10,7,4,""
378,"花嫁シグルーン","|シグルーン|","","",https://guide.fire-emblem-heroes.com/08009002000378/,"","",,"|ケーキナイフ+|献身|速さ守備の防城戦3|先導の伝令・天3|","|ケーキナイフ:5|ケーキナイフ+:5|献身:5|速さ守備の防城戦1:5|速さ守備の防城戦2:5|速さ守備の防城戦3:5|先導の伝令・天1:5|先導の伝令・天2:5|先導の伝令・天3:5|","女",2019-05-21,Bridal-Sigrun-Icon.png,Sigrun,"忠節の花嫁","Steadfast Bride","ベグニオン帝国神使親衛隊長。皇帝サナキを支える臣。 サナキも参加したという花嫁の祭りに参加する。 （登場:『ファイアーエムブレム　蒼炎の軌跡』）","蒼炎の軌跡","超英雄","赤","剣","飛行",|pikomaro|,"|荒川美穂|","","","",,"","星5","","","",35,31,38,27,31,16,7,12,5,7,""
379,"花婿パント","|パント|","","",https://guide.fire-emblem-heroes.com/06007001000380/,"","",,"|祝杯のボトル+|攻撃の大応援+|強化無効・遠距離3|鼓動の幻煙3|",,"男",2019-05-21,Bridal-Pent-Icon.png,Pent,"気高き花婿","Fancy Fiance","エトルリア王国リグレ公爵家の当主にして魔道軍将。 花婿姿で、妻と共に祭りに参加する。 （登場:『ファイアーエムブレム　烈火の剣』）","烈火の剣","超英雄","青","青魔","騎馬","|ワダサチコ|","|子安武人|","","","",,"","星5","","","",37,33,34,19,21,18,7,8,4,6,""
380,"花嫁フィヨルム","|フィヨルム|","","",https://guide.fire-emblem-heroes.com/00002001000377/,"","",,"|ギャッラルブルー|レスト+|HP攻撃2|幻惑の杖3|先導の伝令・地3|",,"女",2019-05-21,Bridal-Fjorm-Icon.png,Fjorm,"氷雪の花嫁","Bride of Rime","ニフル王国の第二王女。 清楚な花嫁衣装に身を包み、祭りを美しく彩る。","ヒーローズ","超英雄","無","杖","飛行","|前嶋重機|","|高橋李依|","","","",,"","星5","","","",42,34,34,17,23,18,8,10,4,4,""
381,"花嫁ルイーズ","|ルイーズ|","","",https://guide.fire-emblem-heroes.com/06007002000381/,"","",,"|祝福の花の弓+|相互援助|攻撃速さの絆3|騎刃の鼓舞|","|祝福の花の弓:4|祝福の花の弓+:5|相互援助:4|攻撃速さの絆1:4|攻撃速さの絆2:4|攻撃速さの絆3:5|速さの鼓舞1:4|速さの鼓舞2:4|騎刃の鼓舞:4|","女",2019-05-25,Bridal-Louise-Icon.png,Louise,"永遠の献身","Eternal Devotion","エトルリア王国リグレ公パントの妻。 花嫁姿で、夫と共に祭りに参加する。 (登場:『ファイアーエムブレム　烈火の剣』)","烈火の剣","戦渦の連戦","無","弓","騎馬","|ワダサチコ|","|竹内順子|","","",true,,"","星5|星4","","","",39,31,34,17,30,17,7,8,4,8,""
382,"神階ナーガ","|ナーガ|","","",https://guide.fire-emblem-heroes.com/01010000500382/,https://fehpass.fire-emblem-heroes.com/ja/00079001000382/,"アルフ",2025-09-10,"|神竜王のブレス|月光|攻撃速さの攻城戦3|空からの急襲3|速さの封印3|神竜王の牙・神|神竜王の牙|","","女",2019-05-30,Naga-Icon.png,Naga,"神竜王","Dragon Divinity","神竜族の王。さまざまな姿をとって人の前に現れ、世界を絶望から救ったと伝えられている。(登場:『ファイアーエムブレム紋章の謎・覚醒』)","紋章の謎|覚醒","神階英雄ガチャ","青","青竜","飛行","|麻谷知世|元気エンジン|","|佐藤聡美|","|神階天|Hp5_Def5|","",pay,true,"","星5","","","",37,30,36,33,26,18,6,10,9,4,""
383,"シャンブレー","|シャンブレー|","","",https://guide.fire-emblem-heroes.com/10069006000385/,"","",,"|タグエルの子の爪牙|疾風迅雷|攻撃速さの孤軍3|離脱の行路3|速さの波・奇数3|","|幼獣の化身・騎馬:5|若獣の化身・騎馬:5|成獣の化身・騎馬:5|タグエルの子の爪牙:5|星影:5|流星:5|疾風迅雷:5|攻撃速さの孤軍1:5|攻撃速さの孤軍2:5|攻撃速さの孤軍3:5|離脱の行路1:5|離脱の行路2:5|離脱の行路3:5|速さの波・奇数1:5|速さの波・奇数2:5|速さの波・奇数3:5|","男",2019-06-11,Yarne-Icon.png,Yarne,"怖がりタグエル","Timid Taguel","ベルベットの息子。タグエル最後の生き残り。 自分が死ぬことで種が絶えることを恐れている。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","ガチャ","緑","緑獣","騎馬","|п猫R|","|遠藤大輔|","","","",,"","星5","","","",40,35,33,32,17,18,9,7,8,4,""
384,"デジェル","|デジェル|","","",https://guide.fire-emblem-heroes.com/10069013000386/,"","",,"|鎧好きの堅槍|バリアの槍+|竜裂|守備魔防の防城戦3|攻撃隊形3|","|鎧好きの堅槍:5|バリアの槍:5|バリアの槍+:5|伏竜:5|竜裂:5|守備魔防の防城戦1:5|守備魔防の防城戦2:5|守備魔防の防城戦3:5|攻撃隊形1:5|攻撃隊形2:5|攻撃隊形3:5|","女",2019-06-11,Kjelle-Icon.png,Kjelle,"正々堂々の","Fair Fighter","ソワレの娘。鍛錬や手合わせを欠かさない。 女だからと手加減されることが大嫌い。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","ガチャ","青","槍","重装","|アマガイタロー|","|山戸めぐみ|","","","",,"","星5","","","",47,40,22,37,28,23,10,5,11,6,""
385,"ブレディ","|ブレディ|","","",https://guide.fire-emblem-heroes.com/10069004000384/,"","",,"|スロウ+|リカバー+|天照|攻撃魔防の渾身3|歩行の剛撃3|","|アサルト:3|スロウ:3|スロウ+:5|リライブ:3|ヒール:4|リカバー:3|リカバー+:5|治癒:3|天照:3|攻撃魔防の渾身1:3|攻撃魔防の渾身2:3|攻撃魔防の渾身3:4|歩行の剛撃1:3|歩行の剛撃2:4|歩行の剛撃3:5|","男",2019-06-11,Brady-Icon.png,Brady,"強面の僧侶","Daunting Priest","マリアベルの息子。強面だが心優しく涙もろい。 貴族の作法も身に着けており、特技はバイオリン。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","ガチャ","無","杖","歩行","|黒葉.K|","|江川大輔|","","","",,"","星4|星3","","","",41,33,32,23,28,19,9,8,4,6,""
386,"ンン","|ンン|","","",https://guide.fire-emblem-heroes.com/10069012000383/,"","",,"|神託のブレス|緋炎|強化増幅3|切り返し3|歩行の呼吸3|","|神託のブレス:5|蛍火:5|緋炎:5|強化増幅1:5|強化増幅2:5|強化増幅3:5|切り返し1:5|切り返し2:5|切り返し3:5|歩行の呼吸1:5|歩行の呼吸2:5|歩行の呼吸3:5|","女",2019-06-11,Nah-Icon.png,Nah,"大人しい子供","Little Miss","ノノの娘。幼いがしっかりした性格。 聞き分けの良い子であろうとする癖がある。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","ガチャ","赤","赤竜","歩行","|恒星ホリグチ|","|松嵜麗|","","","",,"","星5","","","",44,34,25,38,32,18,6,6,5,6,""
387,"シンシア","|シンシア|","","",https://guide.fire-emblem-heroes.com/10069014000387/,"","",,"|正義の直槍|火薙ぎの槍+|体当たり|速さ守備の連携3|攻撃の大紋章2|","|正義の直槍:5|鉄の槍:3|鋼の槍:3|火薙ぎの槍:3|体当たり:3|速さ守備の連携1:3|速さ守備の連携2:3|速さ守備の連携3:4|攻撃の紋章1:3|攻撃の大紋章1:4|攻撃の大紋章2:5|","女",2019-06-13,Cynthia-Icon.png,Cynthia,"英雄志願","Hero Chaser","スミアの娘。正義感が強く勇敢。 ヒーローに憧れており、戦闘前には口上を述べる。 (登場:『ファイアーエムブレム 覚醒』)","覚醒","大英雄戦","青","槍","飛行","|まよ|","|山本彩乃|","","",true,,"","星4|星3","","","",38,32,37,27,29,16,8,11,5,7,""
388,"水着ヘルビンディ","|ヘルビンディ|","","",https://guide.fire-emblem-heroes.com/00003004000390/,"","",,"|砂浜のスコップ+|攻撃守備の応援+|赤の死闘・歩行3|恐慌の奇策3|",,"男",2019-06-20,Helbindi-Summer-Icon.png,Helbindi,"地獄の夏の","Seaside Scourge","炎の王国ムスペルの将。最下層の貧民街の生まれ。 みずからの武勇で成り上がりを望む粗暴な将。","ヒーローズ","超英雄","赤","剣","歩行","|めか|","|中井和哉|","","","",,"","星5","","","",44,36,18,37,33,18,10,5,7,9,""
389,"水着レーギャルン","|レーギャルン|","","",https://guide.fire-emblem-heroes.com/00003002000388/,"","",,"|四海の祭器|引き戻し|鬼神飛燕の一撃3|編隊飛行3|飛刃の鼓舞|",,"女",2019-06-20,Laegjarn-Summer-Icon.png,Laegjarn,"夏色の炎姫","Burning Sun","炎の王国ムスペルの第一王女。レーヴァテインの姉。 ムスペル軍を率いる品性高潔な将軍。","ヒーローズ","超英雄","青","青魔","飛行","|前嶋重機|","|田村ゆかり|","","","",,"","星5","","","",37,34,37,20,21,18,6,9,5,6,""
390,"水着レーヴァテイン","|レーヴァテイン|","","",https://guide.fire-emblem-heroes.com/00003003000389/,"","",,"|海に浮かぶ板+|ぶちかまし|鬼神明鏡の瞬撃|守備魔防の連携3|攻撃の波・奇数3|",,"女",2019-06-20,Laevatein-Summer-Icon.png,Laevatein,"炎の夏乙女","Bonfire's Blaze","炎の王国ムスペルの第二王女。 みずからを剣と称し、自身の感情に乏しい。","ヒーローズ","超英雄","緑","緑魔","飛行","|齋藤将嗣|","|釘宮理恵|","","","",,"","星5","","","",38,38,16,31,26,16,8,6,7,7,""
391,"水着スリーズ","|スリーズ|","","",https://guide.fire-emblem-heroes.com/00002002000391/,"","",,"|南国の果実+|守備魔防の応援+|速さ魔防の攻城戦3|罠解除3|",,"女",2019-06-20,Gunnthra-Summer-Icon.png,"Gunnthrá","夏模様の微笑み","Beaming Smile","氷の王国ニフルの第一王女。 おっとりとして母性あふれる性格。","ヒーローズ","超英雄","無","暗器","騎馬","|切符|","|茅野愛衣|","","","",,"","星5","","","",39,33,37,17,24,17,7,11,4,5,""
392,"水着ユルグ","|ユルグ|","","",https://guide.fire-emblem-heroes.com/00002004000392/,"","",,"|砂浜のクワ+|月光|柔剣3|守備の波・偶数3|","|鉄の斧:4|鋼の斧:4|砂浜のクワ:4|砂浜のクワ+:5|影月:4|月光:4|柔剣1:4|柔剣2:4|柔剣3:5|守備の波・偶数1:4|守備の波・偶数2:4|守備の波・偶数3:4|","女",2019-06-24,Summer-Ylgr-Icon.png,Ylgr,"はじめての夏の海","Breaking the Ice","氷の王国ニフルの第三王女。天真爛漫。 好奇心旺盛で、色々な場所を見るのが好き。","ヒーローズ","戦渦の連戦","緑","斧","歩行",|Tobi|,"|大空直美|","","",true,,"","星5|星4","","","",42,35,36,30,25,16,9,12,6,6,""
393,"伝承エリウッド","|エリウッド|","","",https://guide.fire-emblem-heroes.com/06001001000393/,"","",,"|緋剣デュランダル|速さ魔防の応援+|鬼神の一撃4|怒涛・再起3|攻撃の封印3|理想郷となる…・承|理想郷となるように|","|緋剣デュランダル:5|速さ魔防の応援:5|速さ魔防の応援+:5|鬼神の一撃1:5|鬼神の一撃2:5|鬼神の一撃3:5|鬼神の一撃4:5|怒涛・再起3:5|攻撃の封印1:5|攻撃の封印2:5|攻撃の封印3:5|理想郷となる…・承:5|理想郷となるように:5|","男",2019-06-28,L-Eliwood-Icon.png,Eliwood,"烈火の勇騎士","Blazing Knight","フェレ侯爵。父エルバートの死を乗り越え、 仲間と共にネルガルの邪悪な野望を砕く。 (登場:『ファイアーエムブレム 烈火の剣』)","烈火の剣","伝承英雄ガチャ","赤","剣","騎馬","|ワダサチコ|","|櫻井孝宏|","|伝承風|死闘175|ダブル|Hp3|","","",,"","星5","","","",37,36,34,33,16,18,6,10,9,3,""
394,"水着ウルスラ","|ウルスラ|","","",https://guide.fire-emblem-heroes.com/06029008000397/,"","",,"|貝殻のナイフ+|攻撃速さの応援+|守備魔防の大共謀3|魔防の波・偶数3|","|貝殻のナイフ:5|貝殻のナイフ+:5|攻撃速さの応援:5|攻撃速さの応援+:5|守備魔防の大共謀3:5|守備魔防の大共謀2:5|守備魔防の大共謀1:5|魔防の波・偶数1:5|魔防の波・偶数2:5|魔防の波・偶数3:5|","女",2019-07-09,Summer-Ursula-Icon.png,Ursula,"夏日の蒼鴉","Clear-Blue Crow","【蒼鴉】と呼ばれる、暗殺集団【黒い牙】の一員。 酷薄な性格で、完璧な人間に仕えることが喜び。 (登場：『ファイアーエムブレム 烈火の剣』)","烈火の剣","超英雄","無","暗器","騎馬","|山田孝太郎|","|水橋かおり|","","","",,"","星5","","","",36,36,34,16,28,17,10,8,3,6,""
